id,topic,source,q,opts,ans_idx,exp,category,category_icon,is_active
474,BONUS: ANTIMICROBIAL THERAPY,CCN Curriculum,"Bacteriostatic antibiotics, such as tetracyclines, work by:","[""Killing bacteria outright"",""Stopping bacterial growth, often via protein synthesis inhibition"",""Boosting bacterial reproduction"",""Only working against fungi""]",1,"Rather than killing bacteria directly, these drugs halt their ability to grow and multiply, giving the immune system time to clear the infection.",Infection Prevention,🦠,true
475,BONUS: ANTIMICROBIAL THERAPY,CCN Curriculum,The 'golden age' of antibiotic discovery occurred during which period?,"[""1900–1920"",""1940–1965"",""1980–2000"",""2000–present""]",1,Most major antibiotic classes still in use today were discovered during this productive mid-20th-century period.,Infection Prevention,🦠,true
476,BONUS: ANTIMICROBIAL THERAPY,CCN Curriculum,Prophylactic antibiotic use refers to:,"[""Treating an already established infection"",""Preventing infection before it starts, e.g. before surgery"",""Only used for viral infections"",""A synonym for therapeutic use""]",1,"Prophylactic antibiotics are given to prevent an infection from developing in the first place, most commonly around the time of surgery.",Infection Prevention,🦠,true
477,BONUS: ANTIMICROBIAL THERAPY,CCN Curriculum,A 'dirty' surgical wound carries an infection risk of approximately:,"[""1–5%"",""10%"",""20–30%"",""40–50%""]",3,Dirty wounds (with established infection or gross contamination) carry the highest baseline infection risk of the four wound classification categories.,Infection Prevention,🦠,true
478,BONUS: ANTIMICROBIAL THERAPY,CCN Curriculum,"For surgical prophylaxis, the antibiotic dose should ideally be given:","[""More than 2 hours before surgery"",""Just before surgery"",""Only after the surgery is completed"",""Timing does not matter""]",1,Giving the dose just before incision ensures adequate drug levels are present in the tissue during the highest-risk period; more than 2 hours before is considered wasted timing.,Infection Prevention,🦠,true
479,BONUS: ANTIMICROBIAL THERAPY,CCN Curriculum,The preferred route for surgical antibiotic prophylaxis is:,"[""Oral"",""Systemic (IV)"",""Topical only"",""Intramuscular only""]",1,"IV administration achieves reliable, adequate blood and tissue levels quickly, right when they're needed.",Infection Prevention,🦠,true
480,BONUS: ANTIMICROBIAL THERAPY,CCN Curriculum,Antibiotic stewardship refers to:,"[""Using the maximum possible dose for every infection"",""Selecting the right drug, dose, and duration based on local resistance data"",""Avoiding antibiotics entirely"",""Prescribing broad-spectrum antibiotics for all infections regardless of type""]",1,Stewardship is about using antibiotics thoughtfully and appropriately to maximise effectiveness while minimising resistance development.,Respiratory,🫁,true
481,BONUS: BLOOD VOLUME & CENTRAL VENOUS PRESSURE (CVP),CCN Curriculum,The normal CVP range is:,"[""0–2mmHg"",""2–8mmHg"",""10–20mmHg"",""30–40mmHg""]",1,"This is the accepted normal range for pressure in the central veins, reflecting venous return to the right heart.",Cardiovascular,🫀,true
482,BONUS: BLOOD VOLUME & CENTRAL VENOUS PRESSURE (CVP),CCN Curriculum,A low CVP most commonly indicates:,"[""Fluid overload"",""Hypovolaemia"",""Right heart failure"",""Normal fluid status always""]",1,"When venous return is reduced due to inadequate circulating volume, CVP drops.",Cardiovascular,🫀,true
483,BONUS: BLOOD VOLUME & CENTRAL VENOUS PRESSURE (CVP),CCN Curriculum,The most commonly cannulated site for central line insertion is the:,"[""Femoral vein"",""Internal jugular vein"",""Radial artery"",""Brachial vein""]",1,"The internal jugular vein offers reliable, relatively safe access and is the most frequently chosen site.",Cardiovascular,🫀,true
484,BONUS: BLOOD VOLUME & CENTRAL VENOUS PRESSURE (CVP),CCN Curriculum,"After central line insertion, a chest X-ray is performed to:","[""Check catheter tip position and exclude pneumothorax"",""Assess bone density"",""Check for appendicitis"",""Replace the need for blood tests""]",0,Confirming the tip sits correctly in the superior vena cava and ruling out a pneumothorax (a recognised insertion complication) is essential before using the line.,Cardiovascular,🫀,true
485,BONUS: BLOOD VOLUME & CENTRAL VENOUS PRESSURE (CVP),CCN Curriculum,The Seldinger technique for central line insertion involves:,"[""Direct large-bore needle insertion with no guidewire"",""Passing a catheter over a guidewire after initial needle access"",""Surgical cutdown only"",""No use of any wire or catheter""]",1,"This stepwise, guidewire-based technique is the preferred, safer method for central venous access.",Cardiovascular,🫀,true
486,BONUS: BLOOD VOLUME & CENTRAL VENOUS PRESSURE (CVP),CCN Curriculum,A patient with sepsis presenting with a CVP of 9mmHg (slightly elevated) should be interpreted with caution because:,"[""Sepsis always causes low CVP"",""Sepsis can present with low, normal, OR high CVP"",""A CVP of 9 always confirms fluid overload"",""CVP is irrelevant in sepsis""]",1,"Unlike straightforward hypovolaemia, sepsis is unpredictable and its CVP reading must be interpreted alongside the full clinical picture.",Cardiovascular,🫀,true
487,BONUS: BLOOD VOLUME & CENTRAL VENOUS PRESSURE (CVP),CCN Curriculum,CVP should be measured at which point in the respiratory cycle?,"[""End of inspiration"",""End of expiration"",""Mid-inspiration"",""Timing doesn't matter""]",1,"Measuring at end-expiration minimises the effect of intrathoracic pressure changes on the reading, giving a more consistent value.",Cardiovascular,🫀,true
488,BONUS: BLOOD VOLUME & CENTRAL VENOUS PRESSURE (CVP),CCN Curriculum,Over-insertion of the guidewire during central line placement risks causing:,"[""Improved cardiac function"",""Arrhythmias"",""No clinical consequence"",""Immediate cure of the underlying condition""]",1,"If the wire is advanced too far, it can irritate the heart's conduction system and trigger an arrhythmia.",Cardiovascular,🫀,true
489,BONUS: NUTRITION IN THE SURGICAL PATIENT,CCN Curriculum,Marasmus is characterised by:,"[""Low albumin and oedema"",""Normal albumin, a 'walking skeleton' appearance"",""Only occurs in sepsis"",""Excess body fat""]",1,"Marasmus results from an inadequate but nutritionally balanced diet, and unlike kwashiorkor, albumin stays relatively normal.",Infection Prevention,🦠,true
490,BONUS: NUTRITION IN THE SURGICAL PATIENT,CCN Curriculum,Kwashiorkor is characterised by:,"[""Normal albumin and no oedema"",""Low albumin, with oedema masking underlying wasting"",""Only occurs in well-fed, healthy patients"",""Excess protein intake""]",1,"An inadequate AND unbalanced diet, often combined with sepsis or trauma, causes low albumin and fluid retention that hides the true extent of muscle/fat loss.",Mixed Revision,📚,true
491,BONUS: NUTRITION IN THE SURGICAL PATIENT,CCN Curriculum,"Keto-adaptation, which spares muscle during starvation, fails to protect muscle in:","[""Simple fasting"",""Sepsis and trauma"",""Healthy individuals on a diet"",""It never fails""]",1,"In sepsis/trauma, inflammatory cytokines drive protein breakdown for fuel instead of allowing the normal fat-sparing ketone adaptation to protect muscle.",Burns & Trauma,🔥,true
492,BONUS: NUTRITION IN THE SURGICAL PATIENT,CCN Curriculum,The Finger-thumb test at the bedside is used to assess:,"[""Protein stores"",""Fat stores"",""Hydration status"",""Blood glucose""]",1,This simple physical test gives a quick bedside impression of the patient's remaining fat reserves.,Mixed Revision,📚,true
493,BONUS: NUTRITION IN THE SURGICAL PATIENT,CCN Curriculum,The Tendon-bone test at the bedside is used to assess:,"[""Fat stores"",""Protein stores"",""Vitamin levels"",""Electrolyte balance""]",1,This test helps estimate how much muscle/protein mass the patient has lost.,ABG & Electrolytes,🩸,true
494,BONUS: NUTRITION IN THE SURGICAL PATIENT,CCN Curriculum,Enteral nutrition is generally preferred over parenteral nutrition when:,"[""The gut is functioning"",""The gut has completely failed"",""Never — parenteral is always preferred"",""Only in paediatric patients""]",0,"If the gastrointestinal tract can be used safely, enteral feeding is preferred as it's more physiological and carries fewer complications than IV feeding.",Mixed Revision,📚,true
495,BONUS: NUTRITION IN THE SURGICAL PATIENT,CCN Curriculum,The catheter sepsis rate associated with TPN (parenteral nutrition) is approximately:,"[""0%"",""3–14%"",""50%"",""90%""]",1,This is a clinically meaningful infection risk directly tied to having an indwelling central line for TPN delivery.,Infection Prevention,🦠,true
496,BONUS: NUTRITION IN THE SURGICAL PATIENT,CCN Curriculum,"Fat provides approximately how many kilocalories per gram, compared to carbohydrate and protein?","[""Fat 4kcal/g, same as CHO/protein"",""Fat 9kcal/g, more than double CHO/protein (4kcal/g each)"",""Fat 1kcal/g, far less than CHO/protein"",""Fat provides no calories""]",1,"Fat is the most calorie-dense macronutrient, providing more than twice the energy per gram compared to carbohydrate or protein.",Mixed Revision,📚,true
497,BONUS: HYPERTENSION AND SURGERY,CCN Curriculum,"According to 2017 ACC/AHA criteria, Stage II hypertension is defined as:","[""<120/<80"",""120–129/<80"",""130–139/80–89"",""≥140/≥90""]",3,"This is the highest defined category, indicating significant hypertension requiring active management.",Cardiovascular,🫀,true
498,BONUS: HYPERTENSION AND SURGERY,CCN Curriculum,Elective surgery is generally considered for cancellation when blood pressure exceeds:,"[""SBP >180 AND DBP >110"",""SBP >120 AND DBP >80"",""SBP >100 alone"",""Any blood pressure above normal""]",0,This combined threshold (or SBP ≥200 alone) reflects a level of risk considered too high for elective proceeding without first optimising blood pressure.,Cardiovascular,🫀,true
499,BONUS: HYPERTENSION AND SURGERY,CCN Curriculum,Primary (essential) hypertension accounts for approximately what percentage of hypertension cases?,"[""5–15%"",""50%"",""85–95%"",""100%""]",2,The vast majority of hypertension has no single identifiable cause and is classified as primary/essential.,Cardiovascular,🫀,true
500,BONUS: HYPERTENSION AND SURGERY,CCN Curriculum,Malignant hypertension is defined as a medical emergency involving:,"[""SBP>180, DBP>120, plus organ damage"",""Any blood pressure reading above normal"",""Only diastolic pressure elevation"",""Low blood pressure with organ damage""]",0,The combination of very high pressures with evidence of organ damage is what elevates this from simple hypertension to a true emergency.,Cardiovascular,🫀,true
501,BONUS: HYPERTENSION AND SURGERY,CCN Curriculum,"On the day of surgery, a patient's regular β-blocker medication should generally be:","[""Stopped abruptly"",""Continued"",""Doubled in dose"",""Replaced with a diuretic""]",1,"Suddenly stopping a β-blocker can cause dangerous rebound effects, so it is continued through the perioperative period.",Cardiovascular,🫀,true
502,BONUS: HYPERTENSION AND SURGERY,CCN Curriculum,"On the day of surgery, diuretics are generally:","[""Continued as normal"",""Usually withheld"",""Doubled in dose"",""Given intravenously regardless of oral status""]",1,Diuretics are typically held on the day of surgery to avoid compounding fluid shifts and electrolyte changes during the perioperative period.,Cardiovascular,🫀,true
503,BONUS: HYPERTENSION AND SURGERY,CCN Curriculum,Hypertension is the leading cause of end-stage renal disease after which condition?,"[""Diabetes"",""Asthma"",""Hepatitis"",""Osteoarthritis""]",0,"Diabetes is the single leading cause, with hypertension close behind as the second most common cause of ESRD.",Cardiovascular,🫀,true
504,BONUS: HYPERTENSION AND SURGERY,CCN Curriculum,"Secondary hypertension, unlike primary hypertension, is characterised by:","[""Having no identifiable underlying cause"",""Having an identifiable underlying cause, such as renal artery stenosis"",""Never being treatable"",""Only occurring in children""]",1,"Because secondary hypertension has a specific identifiable cause, treating that underlying condition can sometimes resolve the high blood pressure entirely.",Cardiovascular,🫀,true
